"DISTRITO","SECCION","BARRIO","PAIS_NACIMIENTO","HOMBRES","MUJERES"
" 03"," 040","NERVION","SUIZA",2,0
" 03"," 040","NERVION","UCRANIA",0,2
" 03"," 041","HUERTA DEL PILAR","ALEMANIA",2,1
" 03"," 041","HUERTA DEL PILAR","ARGENTINA",1,1
" 03"," 041","HUERTA DEL PILAR","AUSTRIA",4,1
" 03"," 041","HUERTA DEL PILAR","BELGICA",1,0
" 03"," 041","HUERTA DEL PILAR","BIELORUSIA",0,1
" 03"," 041","HUERTA DEL PILAR","BOLIVIA",0,1
" 03"," 041","HUERTA DEL PILAR","BULGARIA",1,0
" 03"," 041","HUERTA DEL PILAR","BURKINA FASSO",0,2
" 03"," 041","HUERTA DEL PILAR","CANADA",1,0
" 03"," 041","HUERTA DEL PILAR","CHINA",0,2
" 03"," 041","HUERTA DEL PILAR","COLOMBIA",0,1
" 03"," 041","HUERTA DEL PILAR","COSTA DE MARFIL",1,0
" 03"," 041","HUERTA DEL PILAR","COSTA RICA",1,0
" 03"," 041","HUERTA DEL PILAR","ESLOVAQUIA",1,0
" 03"," 041","HUERTA DEL PILAR","ESTADOS UNIDOS DE AMERICA",1,5
" 03"," 041","HUERTA DEL PILAR","ESTONIA",1,0
" 03"," 041","HUERTA DEL PILAR","FINLANDIA",0,1
" 03"," 041","HUERTA DEL PILAR","FRANCIA",2,4
" 03"," 041","HUERTA DEL PILAR","GEORGIA",1,1
" 03"," 041","HUERTA DEL PILAR","GUATEMALA",0,1
" 03"," 041","HUERTA DEL PILAR","HAITI",1,1
" 03"," 041","HUERTA DEL PILAR","HUNGRIA",1,0
" 03"," 041","HUERTA DEL PILAR","ITALIA",0,3
" 03"," 041","HUERTA DEL PILAR","LETONIA",0,1
" 03"," 041","HUERTA DEL PILAR","LIBIA",1,1
" 03"," 041","HUERTA DEL PILAR","LUXEMBURGO",1,0
" 03"," 041","HUERTA DEL PILAR","MADAGASCAR",0,1
" 03"," 041","HUERTA DEL PILAR","MALTA",0,1
" 03"," 041","HUERTA DEL PILAR","MARRUECOS",6,4
" 03"," 041","HUERTA DEL PILAR","MEXICO",0,2
" 03"," 041","HUERTA DEL PILAR","NAMIBIA",0,1
" 03"," 041","HUERTA DEL PILAR","NORUEGA",0,2
" 03"," 041","HUERTA DEL PILAR","PAISES BAJOS",0,1
" 03"," 041","HUERTA DEL PILAR","PARAGUAY",0,1
" 03"," 041","HUERTA DEL PILAR","PERU",1,3
" 03"," 041","HUERTA DEL PILAR","POLONIA",0,4
" 03"," 041","HUERTA DEL PILAR","PORTUGAL",0,2
" 03"," 041","HUERTA DEL PILAR","PRINCIPADO DE ANDORRA",0,1
" 03"," 041","HUERTA DEL PILAR","REINO UNIDO",4,2
" 03"," 041","HUERTA DEL PILAR","REPUBLICA CENTROAFRICANA",1,1
" 03"," 041","HUERTA DEL PILAR","REPUBLICA DE COREA",1,0
" 03"," 041","HUERTA DEL PILAR","REPUBLICA DEMOCRATICA DEL CONGO",0,1
" 03"," 041","HUERTA DEL PILAR","REPUBLICA DOMINICANA",0,1
" 03"," 041","HUERTA DEL PILAR","RUSIA",1,2
" 03"," 041","HUERTA DEL PILAR","SAN MARINO",1,0
" 03"," 041","HUERTA DEL PILAR","SANTA SEDE",0,4
" 03"," 041","HUERTA DEL PILAR","SIRIA",1,0
" 03"," 041","HUERTA DEL PILAR","SUECIA",1,2
" 03"," 041","HUERTA DEL PILAR","SUIZA",0,1
" 03"," 041","HUERTA DEL PILAR","URUGUAY",0,1
" 03"," 041","HUERTA DEL PILAR","VENEZUELA",1,0
" 04"," 001","LOS PAJAROS","ALBANIA",1,0
" 04"," 001","LOS PAJAROS","ARGELIA",1,3
" 04"," 001","LOS PAJAROS","CAMERUN",1,0
" 04"," 001","LOS PAJAROS","COLOMBIA",0,2
" 04"," 001","LOS PAJAROS","ECUADOR",0,4
" 04"," 001","LOS PAJAROS","FILIPINAS",0,1
" 04"," 001","LOS PAJAROS","FRANCIA",1,0
" 04"," 001","LOS PAJAROS","GEORGIA",2,2
" 04"," 001","LOS PAJAROS","GUINEA ECUATORIAL",1,0
" 04"," 001","LOS PAJAROS","HONDURAS",0,1
" 04"," 001","LOS PAJAROS","ITALIA",1,0
" 04"," 001","LOS PAJAROS","MACEDONIA",1,1
" 04"," 001","LOS PAJAROS","MARRUECOS",14,13
" 04"," 001","LOS PAJAROS","MONACO",1,0
" 04"," 001","LOS PAJAROS","NICARAGUA",0,2
" 04"," 001","LOS PAJAROS","NIGERIA",4,1
" 04"," 001","LOS PAJAROS","PARAGUAY",0,1
" 04"," 001","LOS PAJAROS","PRINCIPADO DE ANDORRA",1,1
" 04"," 001","LOS PAJAROS","REPUBLICA DEMOCRATICA DEL CONGO",1,1
" 04"," 001","LOS PAJAROS","REPUBLICA DOMINICANA",2,2
" 04"," 001","LOS PAJAROS","RUMANIA",4,1
" 04"," 001","LOS PAJAROS","RUSIA",1,6
" 04"," 001","LOS PAJAROS","SUIZA",2,1
" 04"," 001","LOS PAJAROS","UCRANIA",0,1
" 04"," 001","LOS PAJAROS","VENEZUELA",1,1
" 04"," 002","LOS PAJAROS","ALEMANIA",1,1
" 04"," 002","LOS PAJAROS","ARGELIA",0,2
" 04"," 002","LOS PAJAROS","ARGENTINA",1,0
" 04"," 002","LOS PAJAROS","AUSTRIA",0,1
" 04"," 002","LOS PAJAROS","BELGICA",0,1
" 04"," 002","LOS PAJAROS","BOLIVIA",10,16
" 04"," 002","LOS PAJAROS","BRASIL",1,0
" 04"," 002","LOS PAJAROS","BULGARIA",1,0
" 04"," 002","LOS PAJAROS","CAMERUN",1,0
" 04"," 002","LOS PAJAROS","COLOMBIA",2,4
" 04"," 002","LOS PAJAROS","CUBA",0,1
" 04"," 002","LOS PAJAROS","ECUADOR",0,1
" 04"," 002","LOS PAJAROS","EL SALVADOR",2,2
" 04"," 002","LOS PAJAROS","ESTADOS UNIDOS DE AMERICA",0,1
" 04"," 002","LOS PAJAROS","FRANCIA",1,0
" 04"," 002","LOS PAJAROS","HAITI",1,0
" 04"," 002","LOS PAJAROS","ITALIA",1,1
" 04"," 002","LOS PAJAROS","MARRUECOS",21,25
" 04"," 002","LOS PAJAROS","MEXICO",1,0
" 04"," 002","LOS PAJAROS","NICARAGUA",0,2
" 04"," 002","LOS PAJAROS","NIGERIA",2,2
" 04"," 002","LOS PAJAROS","OTROS TERR. ESPAÑOLES",1,0
" 04"," 002","LOS PAJAROS","PARAGUAY",0,1
" 04"," 002","LOS PAJAROS","PORTUGAL",1,1
" 04"," 002","LOS PAJAROS","RUMANIA",1,2
" 04"," 002","LOS PAJAROS","UCRANIA",0,1
" 04"," 002","LOS PAJAROS","URUGUAY",1,0
" 04"," 003","LOS PAJAROS","ARGELIA",1,1
" 04"," 003","LOS PAJAROS","BELGICA",1,0
" 04"," 003","LOS PAJAROS","BRASIL",3,1
" 04"," 003","LOS PAJAROS","BULGARIA",0,1
" 04"," 003","LOS PAJAROS","BURKINA FASSO",0,1
" 04"," 003","LOS PAJAROS","CHINA",1,0
" 04"," 003","LOS PAJAROS","COLOMBIA",0,2
" 04"," 003","LOS PAJAROS","FRANCIA",0,1
" 04"," 003","LOS PAJAROS","HONDURAS",0,1
" 04"," 003","LOS PAJAROS","ITALIA",0,1
" 04"," 003","LOS PAJAROS","JAPON",0,1
" 04"," 003","LOS PAJAROS","LETONIA",0,1
" 04"," 003","LOS PAJAROS","MARRUECOS",16,8
" 04"," 003","LOS PAJAROS","MONTENEGRO",1,0
" 04"," 003","LOS PAJAROS","NIGERIA",4,3
" 04"," 003","LOS PAJAROS","NORUEGA",1,0
" 04"," 003","LOS PAJAROS","PAISES BAJOS",1,0
" 04"," 003","LOS PAJAROS","PARAGUAY",4,3
" 04"," 003","LOS PAJAROS","PERU",3,1
" 04"," 003","LOS PAJAROS","PRINCIPADO DE ANDORRA",1,0
" 04"," 003","LOS PAJAROS","REINO UNIDO",0,2
" 04"," 003","LOS PAJAROS","REPUBLICA DEMOCRATICA DEL CONGO",1,1
" 04"," 003","LOS PAJAROS","SENEGAL",7,0
" 04"," 003","LOS PAJAROS","URUGUAY",0,1
" 04"," 004","LOS PAJAROS","ALBANIA",0,1
" 04"," 004","LOS PAJAROS","ALEMANIA",1,0
" 04"," 004","LOS PAJAROS","BOLIVIA",2,2
" 04"," 004","LOS PAJAROS","BRASIL",0,1
" 04"," 004","LOS PAJAROS","BURKINA FASSO",0,1
" 04"," 004","LOS PAJAROS","CHECOSLOVAQUIA",0,2
" 04"," 004","LOS PAJAROS","ESTONIA",1,1
" 04"," 004","LOS PAJAROS","FILIPINAS",2,3
" 04"," 004","LOS PAJAROS","FRANCIA",0,2
" 04"," 004","LOS PAJAROS","HUNGRIA",1,1
" 04"," 004","LOS PAJAROS","IRLANDA",1,1
" 04"," 004","LOS PAJAROS","ITALIA",1,0
" 04"," 004","LOS PAJAROS","MARRUECOS",14,6
" 04"," 004","LOS PAJAROS","NO CONSTA",0,1
" 04"," 004","LOS PAJAROS","PERU",1,2
" 04"," 004","LOS PAJAROS","PRINCIPADO DE ANDORRA",0,3
" 04"," 004","LOS PAJAROS","REPUBLICA DOMINICANA",0,1
" 04"," 004","LOS PAJAROS","RUSIA",0,3
" 04"," 004","LOS PAJAROS","SENEGAL",1,0
" 04"," 005","LOS PAJAROS","ALEMANIA",0,1
" 04"," 005","LOS PAJAROS","ANGOLA",0,1
" 04"," 005","LOS PAJAROS","ARGELIA",6,3
" 04"," 005","LOS PAJAROS","ARMENIA",1,0
" 04"," 005","LOS PAJAROS","AUSTRIA",0,1
" 04"," 005","LOS PAJAROS","BOLIVIA",12,19
" 04"," 005","LOS PAJAROS","BURKINA FASSO",0,3
" 04"," 005","LOS PAJAROS","CAMERUN",0,1
" 04"," 005","LOS PAJAROS","CHILE",1,2
" 04"," 005","LOS PAJAROS","CHINA",1,0
" 04"," 005","LOS PAJAROS","COLOMBIA",16,25
" 04"," 005","LOS PAJAROS","CUBA",2,2
" 04"," 005","LOS PAJAROS","ECUADOR",18,28
" 04"," 005","LOS PAJAROS","EL SALVADOR",1,4
" 04"," 005","LOS PAJAROS","ESTADOS UNIDOS DE AMERICA",1,0
" 04"," 005","LOS PAJAROS","ESTONIA",0,1
" 04"," 005","LOS PAJAROS","HONDURAS",0,1
" 04"," 005","LOS PAJAROS","IRAK",1,1
" 04"," 005","LOS PAJAROS","KAZAJSTAN",0,1
" 04"," 005","LOS PAJAROS","LETONIA",1,0
" 04"," 005","LOS PAJAROS","MARRUECOS",25,13
" 04"," 005","LOS PAJAROS","MEXICO",0,1
" 04"," 005","LOS PAJAROS","NICARAGUA",1,3
" 04"," 005","LOS PAJAROS","NIGERIA",4,2
" 04"," 005","LOS PAJAROS","PAISES BAJOS",0,2
" 04"," 005","LOS PAJAROS","PAKISTAN",1,0
" 04"," 005","LOS PAJAROS","PARAGUAY",8,11
" 04"," 005","LOS PAJAROS","PERU",14,15
" 04"," 005","LOS PAJAROS","PORTUGAL",1,0
" 04"," 005","LOS PAJAROS","PRINCIPADO DE ANDORRA",0,1
" 04"," 005","LOS PAJAROS","REINO UNIDO",1,2
" 04"," 005","LOS PAJAROS","REPUBLICA CHECA",0,1
" 04"," 005","LOS PAJAROS","REPUBLICA DEMOCRATICA DEL CONGO",1,1
" 04"," 005","LOS PAJAROS","REPUBLICA DOMINICANA",0,4
" 04"," 005","LOS PAJAROS","RUMANIA",12,9
" 04"," 005","LOS PAJAROS","RUSIA",2,4
" 04"," 005","LOS PAJAROS","SENEGAL",31,9
" 04"," 005","LOS PAJAROS","SUDAN",1,0
" 04"," 005","LOS PAJAROS","SUIZA",1,1
" 04"," 005","LOS PAJAROS","UCRANIA",4,6
" 04"," 005","LOS PAJAROS","VENEZUELA",3,4
" 04"," 006","LOS PAJAROS","ALEMANIA",1,1
" 04"," 006","LOS PAJAROS","ARGELIA",3,2
" 04"," 006","LOS PAJAROS","ARGENTINA",3,3
" 04"," 006","LOS PAJAROS","AUSTRIA",2,1
" 04"," 006","LOS PAJAROS","BOLIVIA",16,13
" 04"," 006","LOS PAJAROS","BRASIL",0,2
" 04"," 006","LOS PAJAROS","CHINA",2,3
" 04"," 006","LOS PAJAROS","COLOMBIA",26,32
" 04"," 006","LOS PAJAROS","COSTA DE MARFIL",1,0
" 04"," 006","LOS PAJAROS","CUBA",0,1
" 04"," 006","LOS PAJAROS","ECUADOR",8,11
" 04"," 006","LOS PAJAROS","EL SALVADOR",3,4
" 04"," 006","LOS PAJAROS","ESTONIA",0,2
" 04"," 006","LOS PAJAROS","FILIPINAS",0,1
" 04"," 006","LOS PAJAROS","GHANA",1,0
" 04"," 006","LOS PAJAROS","GUINEA ECUATORIAL",0,1
" 04"," 006","LOS PAJAROS","HONDURAS",1,1
" 04"," 006","LOS PAJAROS","ITALIA",0,1
" 04"," 006","LOS PAJAROS","LIBERIA",0,1
" 04"," 006","LOS PAJAROS","MARRUECOS",22,23
" 04"," 006","LOS PAJAROS","MAURITANIA",0,1
" 04"," 006","LOS PAJAROS","NICARAGUA",0,1
" 04"," 006","LOS PAJAROS","NIGERIA",6,4
" 04"," 006","LOS PAJAROS","PANAMA",0,1
" 04"," 006","LOS PAJAROS","PARAGUAY",5,14
" 04"," 006","LOS PAJAROS","PERU",16,21
" 04"," 006","LOS PAJAROS","PORTUGAL",1,0
" 04"," 006","LOS PAJAROS","PRINCIPADO DE ANDORRA",1,1
" 04"," 006","LOS PAJAROS","REINO UNIDO",2,1
" 04"," 006","LOS PAJAROS","REPUBLICA DOMINICANA",0,2
" 04"," 006","LOS PAJAROS","RUMANIA",12,11
" 04"," 006","LOS PAJAROS","RUSIA",0,5
" 04"," 006","LOS PAJAROS","SENEGAL",8,1
" 04"," 006","LOS PAJAROS","SWAZILANDIA",1,0
" 04"," 006","LOS PAJAROS","UCRANIA",0,1
" 04"," 006","LOS PAJAROS","VENEZUELA",1,1
" 04"," 007","LOS PAJAROS","ALEMANIA",0,1
" 04"," 007","LOS PAJAROS","ARGELIA",1,0
" 04"," 007","LOS PAJAROS","AUSTRIA",1,1
" 04"," 007","LOS PAJAROS","BOLIVIA",7,6
" 04"," 007","LOS PAJAROS","BRASIL",0,2
" 04"," 007","LOS PAJAROS","BULGARIA",1,0
" 04"," 007","LOS PAJAROS","CHINA",2,2
" 04"," 007","LOS PAJAROS","COLOMBIA",2,7
" 04"," 007","LOS PAJAROS","ECUADOR",3,4
" 04"," 007","LOS PAJAROS","EL SALVADOR",0,1
" 04"," 007","LOS PAJAROS","ESTONIA",0,2
" 04"," 007","LOS PAJAROS","LITUANIA",0,1
" 04"," 007","LOS PAJAROS","MARRUECOS",15,6
" 04"," 007","LOS PAJAROS","MONTENEGRO",0,1
" 04"," 007","LOS PAJAROS","NICARAGUA",3,4
" 04"," 007","LOS PAJAROS","PAKISTAN",3,2
" 04"," 007","LOS PAJAROS","PARAGUAY",2,2
" 04"," 007","LOS PAJAROS","PERU",10,7
" 04"," 007","LOS PAJAROS","POLONIA",0,1
" 04"," 007","LOS PAJAROS","PRINCIPADO DE ANDORRA",1,1
" 04"," 007","LOS PAJAROS","REPUBLICA DEMOCRATICA DEL CONGO",1,3
" 04"," 007","LOS PAJAROS","RUMANIA",2,3
" 04"," 007","LOS PAJAROS","RUSIA",1,4
" 04"," 007","LOS PAJAROS","UCRANIA",5,7
" 04"," 008","LOS PAJAROS","ARGELIA",3,0
" 04"," 008","LOS PAJAROS","ARGENTINA",1,0
" 04"," 008","LOS PAJAROS","AZERBAIAN",1,0
" 04"," 008","LOS PAJAROS","BOLIVIA",2,6
" 04"," 008","LOS PAJAROS","BRASIL",3,3
" 04"," 008","LOS PAJAROS","BURKINA FASSO",0,1
" 04"," 008","LOS PAJAROS","CHINA",3,2
" 04"," 008","LOS PAJAROS","COLOMBIA",11,14
" 04"," 008","LOS PAJAROS","ECUADOR",4,5
" 04"," 008","LOS PAJAROS","FRANCIA",1,0
" 04"," 008","LOS PAJAROS","HONDURAS",3,2
" 04"," 008","LOS PAJAROS","MARRUECOS",7,11
" 04"," 008","LOS PAJAROS","MEXICO",1,0
" 04"," 008","LOS PAJAROS","NICARAGUA",0,1
" 04"," 008","LOS PAJAROS","PAKISTAN",1,0
" 04"," 008","LOS PAJAROS","PARAGUAY",5,6
" 04"," 008","LOS PAJAROS","PERU",5,10
" 04"," 008","LOS PAJAROS","REPUBLICA DOMINICANA",1,0
" 04"," 008","LOS PAJAROS","RUMANIA",9,6
" 04"," 008","LOS PAJAROS","RUSIA",1,1
" 04"," 008","LOS PAJAROS","SENEGAL",5,3
" 04"," 008","LOS PAJAROS","SUDAN",1,0
" 04"," 008","LOS PAJAROS","SUECIA",1,0
" 04"," 008","LOS PAJAROS","VENEZUELA",1,3
" 04"," 009","AMATE","ALEMANIA",1,3
" 04"," 009","AMATE","ARGELIA",3,0
" 04"," 009","AMATE","ARMENIA",0,1
" 04"," 009","AMATE","AUSTRIA",2,2
" 04"," 009","AMATE","BELGICA",1,0
" 04"," 009","AMATE","BOLIVIA",2,3
" 04"," 009","AMATE","BRASIL",4,3
" 04"," 009","AMATE","CHECOSLOVAQUIA",0,1
" 04"," 009","AMATE","CHIPRE",1,0
" 04"," 009","AMATE","COLOMBIA",3,3
" 04"," 009","AMATE","CUBA",1,1
" 04"," 009","AMATE","ECUADOR",6,5
" 04"," 009","AMATE","ESTADOS UNIDOS DE AMERICA",0,1
" 04"," 009","AMATE","ESTONIA",0,1
" 04"," 009","AMATE","FILIPINAS",0,1
" 04"," 009","AMATE","FRANCIA",0,5
" 04"," 009","AMATE","HONDURAS",0,3
" 04"," 009","AMATE","KENIA",1,0
" 04"," 009","AMATE","MALASIA",1,2
" 04"," 009","AMATE","MARRUECOS",14,6
" 04"," 009","AMATE","MEXICO",1,0
" 04"," 009","AMATE","NICARAGUA",0,5
" 04"," 009","AMATE","NIGERIA",1,0
" 04"," 009","AMATE","NORUEGA",2,0
" 04"," 009","AMATE","PAKISTAN",2,1
" 04"," 009","AMATE","PARAGUAY",2,2
" 04"," 009","AMATE","PERU",0,3
" 04"," 009","AMATE","PRINCIPADO DE ANDORRA",1,0
" 04"," 009","AMATE","REINO UNIDO",0,2
" 04"," 009","AMATE","RUMANIA",0,5
" 04"," 009","AMATE","RUSIA",0,3
" 04"," 009","AMATE","SUIZA",2,0
" 04"," 009","AMATE","VENEZUELA",0,1
" 04"," 010","PALMETE","ALBANIA",0,1
" 04"," 010","PALMETE","ALEMANIA",1,8
" 04"," 010","PALMETE","ARGELIA",2,1
" 04"," 010","PALMETE","ARGENTINA",3,2
" 04"," 010","PALMETE","ARMENIA",0,1
" 04"," 010","PALMETE","AUSTRALIA",1,0
" 04"," 010","PALMETE","BELGICA",1,0
" 04"," 010","PALMETE","BOLIVIA",1,2
" 04"," 010","PALMETE","BRASIL",2,5
" 04"," 010","PALMETE","BULGARIA",3,1
" 04"," 010","PALMETE","CAMERUN",1,0
" 04"," 010","PALMETE","CANADA",0,1
" 04"," 010","PALMETE","CHECOSLOVAQUIA",0,1
" 04"," 010","PALMETE","CHILE",1,4
" 04"," 010","PALMETE","CHINA",50,48
" 04"," 010","PALMETE","COLOMBIA",7,19
" 04"," 010","PALMETE","CUBA",0,2
" 04"," 010","PALMETE","DINAMARCA",1,0
" 04"," 010","PALMETE","ECUADOR",1,0
" 04"," 010","PALMETE","ESTADOS UNIDOS DE AMERICA",2,0
" 04"," 010","PALMETE","FRANCIA",5,5
" 04"," 010","PALMETE","GRECIA",1,0
" 04"," 010","PALMETE","GUINEA BISSAU",0,1
" 04"," 010","PALMETE","ITALIA",2,1
" 04"," 010","PALMETE","KUWAIT",0,1
" 04"," 010","PALMETE","LETONIA",0,2
" 04"," 010","PALMETE","MARRUECOS",11,8
" 04"," 010","PALMETE","MONTENEGRO",0,1
" 04"," 010","PALMETE","NICARAGUA",0,1
" 04"," 010","PALMETE","NIGERIA",2,0
" 04"," 010","PALMETE","PAISES BAJOS",1,2
" 04"," 010","PALMETE","PERU",9,9
" 04"," 010","PALMETE","PORTUGAL",3,1
" 04"," 010","PALMETE","PRINCIPADO DE ANDORRA",1,1
" 04"," 010","PALMETE","REINO UNIDO",1,1
" 04"," 010","PALMETE","REPUBLICA DEMOCRATICA DEL CONGO",2,5
" 04"," 010","PALMETE","REPUBLICA DOMINICANA",1,0
" 04"," 010","PALMETE","RUMANIA",6,6
" 04"," 010","PALMETE","RUSIA",0,3
" 04"," 010","PALMETE","SERBIA Y MONTENEGRO",1,0
" 04"," 010","PALMETE","SUIZA",1,7
" 04"," 010","PALMETE","TAIWAN",0,1
" 04"," 010","PALMETE","UCRANIA",0,1
" 04"," 010","PALMETE","VENEZUELA",3,4
" 04"," 011","LOS PAJAROS","ALEMANIA",0,2
" 04"," 011","LOS PAJAROS","ARGELIA",0,1
" 04"," 011","LOS PAJAROS","ARGENTINA",1,1
" 04"," 011","LOS PAJAROS","ARMENIA",1,1
" 04"," 011","LOS PAJAROS","AUSTRIA",2,3
" 04"," 011","LOS PAJAROS","AZERBAIAN",0,1
" 04"," 011","LOS PAJAROS","BIELORUSIA",0,1
" 04"," 011","LOS PAJAROS","BOLIVIA",1,5
" 04"," 011","LOS PAJAROS","BRASIL",0,3
" 04"," 011","LOS PAJAROS","CHINA",6,6
" 04"," 011","LOS PAJAROS","COLOMBIA",7,10
" 04"," 011","LOS PAJAROS","ECUADOR",3,4
" 04"," 011","LOS PAJAROS","EL SALVADOR",1,0
" 04"," 011","LOS PAJAROS","ESLOVAQUIA",1,0
" 04"," 011","LOS PAJAROS","FRANCIA",0,1
" 04"," 011","LOS PAJAROS","GEORGIA",1,2
" 04"," 011","LOS PAJAROS","GUINEA ECUATORIAL",0,1
" 04"," 011","LOS PAJAROS","HONDURAS",0,2
" 04"," 011","LOS PAJAROS","HUNGRIA",0,1
" 04"," 011","LOS PAJAROS","ISLANDIA",0,1
" 04"," 011","LOS PAJAROS","MARRUECOS",14,11
" 04"," 011","LOS PAJAROS","NICARAGUA",1,0
" 04"," 011","LOS PAJAROS","NORUEGA",0,1
" 04"," 011","LOS PAJAROS","OTROS TERR. ESPAÑOLES",1,0
" 04"," 011","LOS PAJAROS","PARAGUAY",3,3
" 04"," 011","LOS PAJAROS","PERU",5,4
" 04"," 011","LOS PAJAROS","PORTUGAL",1,0
" 04"," 011","LOS PAJAROS","PRINCIPADO DE ANDORRA",1,3
" 04"," 011","LOS PAJAROS","REINO UNIDO",1,0
" 04"," 011","LOS PAJAROS","REPUBLICA DEMOCRATICA DEL CONGO",2,0
" 04"," 011","LOS PAJAROS","REPUBLICA DOMINICANA",2,0
" 04"," 011","LOS PAJAROS","RUMANIA",5,6
" 04"," 011","LOS PAJAROS","RUSIA",0,1
" 04"," 011","LOS PAJAROS","SANTA SEDE",2,0
" 04"," 011","LOS PAJAROS","SENEGAL",1,0
" 04"," 011","LOS PAJAROS","UCRANIA",0,1
" 04"," 011","LOS PAJAROS","VENEZUELA",0,3
" 04"," 012","AMATE","ALEMANIA",0,2
" 04"," 012","AMATE","BRASIL",2,3
" 04"," 012","AMATE","CANADA",1,0
" 04"," 012","AMATE","COLOMBIA",1,2
" 04"," 012","AMATE","ECUADOR",1,1
" 04"," 012","AMATE","ESTONIA",0,1
" 04"," 012","AMATE","GEORGIA",0,1
" 04"," 012","AMATE","GUINEA BISSAU",1,0
" 04"," 012","AMATE","MARRUECOS",4,2
" 04"," 012","AMATE","NIGERIA",1,0
" 04"," 012","AMATE","PARAGUAY",1,0
" 04"," 012","AMATE","PERU",1,1
" 04"," 012","AMATE","REPUBLICA DOMINICANA",1,2
" 04"," 012","AMATE","RUMANIA",1,0
" 04"," 012","AMATE","VENEZUELA",2,1
" 04"," 013","AMATE","ARMENIA",0,2
" 04"," 013","AMATE","AUSTRIA",0,2
" 04"," 013","AMATE","BELGICA",2,0
" 04"," 013","AMATE","BIELORUSIA",0,1
" 04"," 013","AMATE","BOLIVIA",3,6
" 04"," 013","AMATE","BRASIL",1,1
" 04"," 013","AMATE","CAMERUN",1,0
" 04"," 013","AMATE","CHINA",2,2
" 04"," 013","AMATE","COLOMBIA",4,4
" 04"," 013","AMATE","CUBA",1,1
" 04"," 013","AMATE","DINAMARCA",0,1
" 04"," 013","AMATE","ECUADOR",1,0
" 04"," 013","AMATE","ESTADOS UNIDOS DE AMERICA",1,0
" 04"," 013","AMATE","ESTONIA",0,1
" 04"," 013","AMATE","FRANCIA",1,1
" 04"," 013","AMATE","HONDURAS",1,0
" 04"," 013","AMATE","MARRUECOS",4,5
" 04"," 013","AMATE","MEXICO",1,1
" 04"," 013","AMATE","NICARAGUA",1,1
" 04"," 013","AMATE","NORUEGA",0,1
" 04"," 013","AMATE","PAISES BAJOS",0,2
" 04"," 013","AMATE","PARAGUAY",2,3
" 04"," 013","AMATE","PERU",2,3
" 04"," 013","AMATE","POLONIA",0,1
" 04"," 013","AMATE","PORTUGAL",1,0
" 04"," 013","AMATE","REPUBLICA DOMINICANA",1,0
" 04"," 013","AMATE","RUMANIA",2,2
" 04"," 013","AMATE","RUSIA",0,3
" 04"," 013","AMATE","UCRANIA",0,1
" 04"," 013","AMATE","VENEZUELA",0,1
" 04"," 014","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","ALBANIA",3,1
" 04"," 014","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","ALEMANIA",1,3
" 04"," 014","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","ARGENTINA",4,3
" 04"," 014","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","ARMENIA",1,0
" 04"," 014","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","AUSTRIA",2,4
" 04"," 014","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","BOLIVIA",0,4
" 04"," 014","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","BRASIL",2,3
" 04"," 014","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","BURKINA FASSO",2,1
" 04"," 014","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","CHINA",10,11
" 04"," 014","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","COLOMBIA",4,5
" 04"," 014","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","CUBA",2,3
" 04"," 014","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","DINAMARCA",0,1
" 04"," 014","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","ECUADOR",2,2
" 04"," 014","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","ESTADOS UNIDOS DE AMERICA",1,1
" 04"," 014","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","ESTONIA",1,0
" 04"," 014","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","FRANCIA",2,2
" 04"," 014","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","GEORGIA",1,0
" 04"," 014","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","IRLANDA",0,1
" 04"," 014","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","LETONIA",0,1
" 04"," 014","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","LITUANIA",1,0
" 04"," 014","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","MARRUECOS",8,7
" 04"," 014","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","NICARAGUA",0,2
" 04"," 014","SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","OTROS TERR. ESPAÑOLES",1,0
